Latitude (decimal degrees):	6.524
Longitude (decimal degrees):	3.379
Elevation (m):	16
Radiation database:	PVGIS-SARAH3


Slope: 15 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191204:1406,253.01,337.44,43.44,29.97,3.1,0.0
20191204:1506,245.7,325.09,31.21,28.94,3.59,0.0
20191204:1606,152.44,211.32,18.08,28.49,3.52,0.0
20191204:1706,14.05,33.73,4.51,28.11,3.17,0.0
20191204:1806,0.0,0.0,0.0,27.65,3.03,0.0
20191204:1906,0.0,0.0,0.0,27.45,2.9,0.0
20191204:2006,0.0,0.0,0.0,27.27,3.03,0.0
20191204:2106,0.0,0.0,0.0,27.04,3.03,0.0
20191204:2206,0.0,0.0,0.0,26.92,3.24,0.0
20191204:2306,0.0,0.0,0.0,26.86,3.17,0.0
20191205:0006,0.0,0.0,0.0,26.82,2.97,0.0
20191205:0106,0.0,0.0,0.0,26.8,2.55,0.0
20191205:0206,0.0,0.0,0.0,26.43,1.59,0.0
20191205:0306,0.0,0.0,0.0,26.04,0.9,0.0
20191205:0406,0.0,0.0,0.0,25.51,0.83,0.0
20191205:0506,0.0,0.0,0.0,24.93,0.97,0.0
20191205:0606,13.08,32.12,4.22,24.88,1.24,0.0
20191205:0706,203.25,276.97,17.79,26.27,1.38,0.0
20191205:0806,370.55,487.81,30.91,26.9,0.97,0.0
20191205:0906,487.32,650.78,43.15,27.75,0.9,0.0
20191205:1006,559.12,759.82,53.57,28.91,1.03,0.0
20191205:1106,327.65,439.27,60.16,29.64,1.31,0.0
20191205:1206,263.57,354.63,60.25,30.19,1.79,0.0
20191205:1306,234.35,315.89,53.79,30.18,2.21,0.0
20191205:1406,54.46,86.79,43.45,30.12,2.69,0.0
20191205:1506,133.43,186.47,31.24,29.54,2.97,0.0
20191205:1606,110.44,158.15,18.14,29.0,2.97,0.0
20191205:1706,14.02,33.69,4.58,28.53,2.76,0.0
20191205:1806,0.0,0.0,0.0,27.95,2.69,0.0
20191205:1906,0.0,0.0,0.0,27.77,2.55,0.0
20191205:2006,0.0,0.0,0.0,27.57,2.76,0.0
20191205:2106,0.0,0.0,0.0,27.41,3.17,0.0
20191205:2206,0.0,0.0,0.0,27.31,3.52,0.0
20191205:2306,0.0,0.0,0.0,27.29,3.31,0.0
20191206:0006,0.0,0.0,0.0,27.26,2.83,0.0
20191206:0106,0.0,0.0,0.0,27.2,2.48,0.0
20191206:0206,0.0,0.0,0.0,27.05,2.21,0.0
20191206:0306,0.0,0.0,0.0,26.89,1.93,0.0
20191206:0406,0.0,0.0,0.0,26.35,1.45,0.0
20191206:0506,0.0,0.0,0.0,25.88,0.69,0.0
20191206:0606,11.33,28.91,4.11,25.59,0.83,0.0
20191206:0706,212.11,290.04,17.67,26.35,0.69,0.0
20191206:0806,172.54,233.56,30.78,26.95,1.59,0.0
20191206:0906,78.39,116.38,43.0,27.4,1.79,0.0
20191206:1006,122.13,171.61,53.41,28.05,2.07,0.0
20191206:1106,231.18,309.2,60.01,28.63,2.55,0.0
20191206:1206,247.75,329.27,60.15,28.46,3.1,0.0
20191206:1306,413.61,542.02,53.76,28.69,3.31,0.0
20191206:1406,536.83,703.7,43.45,28.94,3.24,0.0
20191206:1506,311.5,408.67,31.28,28.94,3.03,0.0
20191206:1606,161.17,222.84,18.19,28.75,3.24,0.0
20191206:1706,9.0,23.94,4.65,28.33,2.55,0.0
20191206:1806,0.0,0.0,0.0,27.81,2.62,0.0
20191206:1906,0.0,0.0,0.0,27.34,2.34,0.0
20191206:2006,0.0,0.0,0.0,27.2,2.28,0.0
20191206:2106,0.0,0.0,0.0,27.06,2.28,0.0
20191206:2206,0.0,0.0,0.0,26.84,2.21,0.0
20191206:2306,0.0,0.0,0.0,26.69,2.34,0.0
20191207:0006,0.0,0.0,0.0,26.61,2.62,0.0
20191207:0106,0.0,0.0,0.0,26.59,2.97,0.0
20191207:0206,0.0,0.0,0.0,26.53,3.1,0.0
20191207:0306,0.0,0.0,0.0,26.37,2.76,0.0
20191207:0406,0.0,0.0,0.0,26.33,2.34,0.0
20191207:0506,0.0,0.0,0.0,25.98,2.0,0.0
20191207:0606,10.77,28.06,4.0,25.3,1.72,0.0
20191207:0706,200.1,272.84,17.55,25.17,0.62,0.0
20191207:0806,338.83,441.6,30.64,26.1,1.66,0.0
20191207:0906,314.72,414.35,42.86,27.0,1.45,0.0
20191207:1006,560.52,752.11,53.26,28.06,1.52,0.0
20191207:1106,538.87,725.74,59.87,28.69,1.52,0.0
20191207:1206,557.57,751.44,60.06,29.53,1.93,0.0
20191207:1306,402.52,534.66,53.73,29.81,2.28,0.0
20191207:1406,555.54,736.77,43.47,29.86,2.69,0.0
20191207:1506,423.97,553.48,31.32,29.46,3.52,0.0
20191207:1606,214.37,291.58,18.26,28.92,3.86,0.0
20191207:1706,20.06,44.25,4.73,28.34,3.03,0.0
20191207:1806,0.0,0.0,0.0,27.73,3.03,0.0
20191207:1906,0.0,0.0,0.0,27.47,2.62,0.0
20191207:2006,0.0,0.0,0.0,27.32,2.76,0.0
20191207:2106,0.0,0.0,0.0,27.19,3.1,0.0
20191207:2206,0.0,0.0,0.0,27.06,3.38,0.0
20191207:2306,0.0,0.0,0.0,26.93,3.38,0.0
20191208:0006,0.0,0.0,0.0,26.84,3.03,0.0
20191208:0106,0.0,0.0,0.0,26.77,2.62,0.0
20191208:0206,0.0,0.0,0.0,26.56,1.93,0.0
20191208:0306,0.0,0.0,0.0,25.86,1.24,0.0
20191208:0406,0.0,0.0,0.0,25.39,0.83,0.0
20191208:0506,0.0,0.0,0.0,25.05,1.03,0.0
20191208:0606,10.8,28.21,3.89,25.42,0.76,0.0
20191208:0706,197.48,270.57,17.42,26.32,0.9,0.0
20191208:0806,284.17,375.83,30.51,27.2,0.97,0.0
20191208:0906,342.03,453.73,42.72,27.91,0.97,0.0
20191208:1006,429.84,574.47,53.11,28.45,1.1,0.0
20191208:1106,589.92,802.15,59.74,29.05,1.45,0.0
20191208:1206,668.72,919.91,59.98,29.26,1.52,0.0
20191208:1306,615.06,834.74,53.7,29.7,1.79,0.0
20191208:1406,546.76,728.54,43.49,29.91,2.28,0.0
20191208:1506,399.79,524.43,31.36,29.61,2.9,0.0
20191208:1606,213.47,291.27,18.32,29.08,3.03,0.0
20191208:1706,18.23,40.94,4.81,28.41,2.69,0.0
20191208:1806,0.0,0.0,0.0,27.79,2.48,0.0
20191208:1906,0.0,0.0,0.0,27.42,2.69,0.0
20191208:2006,0.0,0.0,0.0,27.16,2.83,0.0
20191208:2106,0.0,0.0,0.0,27.0,3.03,0.0
20191208:2206,0.0,0.0,0.0,26.85,3.31,0.0
20191208:2306,0.0,0.0,0.0,26.83,3.52,0.0
20191209:0006,0.0,0.0,0.0,26.8,3.45,0.0
20191209:0106,0.0,0.0,0.0,26.72,3.24,0.0
20191209:0206,0.0,0.0,0.0,26.65,2.9,0.0
20191209:0306,0.0,0.0,0.0,26.62,2.21,0.0
20191209:0406,0.0,0.0,0.0,26.12,1.38,0.0
20191209:0506,0.0,0.0,0.0,25.63,1.03,0.0
20191209:0606,10.23,27.38,3.77,25.24,1.17,0.0
20191209:0706,201.12,273.32,17.3,25.94,2.21,0.0
20191209:0806,403.23,524.2,30.38,26.72,2.28,0.0
20191209:0906,515.78,678.84,42.58,27.73,2.14,0.0
20191209:1006,460.84,611.3,52.97,28.67,2.0,0.0
20191209:1106,566.82,765.83,59.62,29.42,1.79,0.0
20191209:1206,601.26,815.95,59.91,30.04,2.0,0.0
20191209:1306,644.86,869.77,53.69,30.22,2.62,0.0
20191209:1406,552.27,730.01,43.51,30.18,3.17,0.0
20191209:1506,409.95,533.11,31.41,28.82,3.59,0.0
20191209:1606,218.91,296.93,18.39,28.5,3.52,0.0
20191209:1706,19.62,42.84,4.89,28.15,2.97,0.0
20191209:1806,0.0,0.0,0.0,27.67,2.97,0.0
20191209:1906,0.0,0.0,0.0,27.54,2.83,0.0
20191209:2006,0.0,0.0,0.0,27.34,3.1,0.0
20191209:2106,0.0,0.0,0.0,27.19,3.45,0.0
20191209:2206,0.0,0.0,0.0,27.07,3.79,0.0
20191209:2306,0.0,0.0,0.0,26.98,3.93,0.0
20191210:0006,0.0,0.0,0.0,26.91,3.93,0.0
20191210:0106,0.0,0.0,0.0,26.82,3.66,0.0
20191210:0206,0.0,0.0,0.0,26.75,3.17,0.0
20191210:0306,0.0,0.0,0.0,26.55,2.48,0.0
20191210:0406,0.0,0.0,0.0,26.21,2.07,0.0
20191210:0506,0.0,0.0,0.0,26.09,1.93,0.0
20191210:0606,12.05,31.14,3.66,25.92,1.45,0.0
20191210:0706,151.82,209.75,17.18,26.55,2.55,0.0
20191210:0806,346.15,452.91,30.25,27.64,2.14,0.0
20191210:0906,491.95,650.46,42.44,28.25,1.86,0.0
20191210:1006,514.72,692.46,52.83,29.23,1.45,0.0
20191210:1106,543.58,741.56,59.5,30.08,1.24,0.0
20191210:1206,559.39,762.26,59.84,30.51,1.59,0.0
20191210:1306,625.04,849.85,53.67,30.74,2.14,0.0
20191210:1406,557.75,742.8,43.54,30.66,2.76,0.0
20191210:1506,419.12,548.87,31.47,30.28,3.66,0.0
20191210:1606,218.36,296.89,18.46,29.47,4.14,0.0
20191210:1706,20.7,44.95,4.97,28.64,3.86,0.0
20191210:1806,0.0,0.0,0.0,27.94,3.66,0.0
20191210:1906,0.0,0.0,0.0,27.47,3.45,0.0
20191210:2006,0.0,0.0,0.0,27.25,3.45,0.0
20191210:2106,0.0,0.0,0.0,27.1,3.45,0.0
20191210:2206,0.0,0.0,0.0,26.95,3.45,0.0
20191210:2306,0.0,0.0,0.0,26.84,3.38,0.0
20191211:0006,0.0,0.0,0.0,26.78,3.38,0.0
20191211:0106,0.0,0.0,0.0,26.73,3.17,0.0
20191211:0206,0.0,0.0,0.0,26.73,2.9,0.0
20191211:0306,0.0,0.0,0.0,26.61,2.69,0.0
20191211:0406,0.0,0.0,0.0,26.3,2.34,0.0
20191211:0506,0.0,0.0,0.0,26.02,1.72,0.0
20191211:0606,10.83,29.39,3.55,26.0,0.41,0.0
20191211:0706,150.25,209.02,17.06,26.47,0.83,0.0
20191211:0806,377.76,497.42,30.12,27.14,1.1,0.0
20191211:0906,182.35,247.42,42.31,27.87,1.45,0.0
20191211:1006,473.54,631.72,52.7,28.54,1.52,0.0
20191211:1106,522.9,705.23,59.38,29.25,1.52,0.0
20191211:1206,522.28,702.21,59.78,29.72,1.93,0.0
20191211:1306,566.33,758.88,53.67,29.94,2.41,0.0
20191211:1406,417.07,550.15,43.57,30.17,2.9,0.0
20191211:1506,325.68,427.9,31.52,29.72,3.24,0.0
20191211:1606,170.05,234.5,18.53,29.1,2.83,0.0
20191211:1706,22.52,48.01,5.06,28.57,2.76,0.0
20191211:1806,0.0,0.0,0.0,27.9,2.9,0.0
20191211:1906,0.0,0.0,0.0,27.44,2.69,0.0
20191211:2006,0.0,0.0,0.0,27.14,2.97,0.0
20191211:2106,0.0,0.0,0.0,26.93,3.24,0.0
20191211:2206,0.0,0.0,0.0,26.79,3.31,0.0
20191211:2306,0.0,0.0,0.0,26.67,3.31,0.0
20191212:0006,0.0,0.0,0.0,26.62,3.17,0.0
20191212:0106,0.0,0.0,0.0,26.61,2.69,0.0
20191212:0206,0.0,0.0,0.0,26.34,1.72,0.0
20191212:0306,0.0,0.0,0.0,26.8,0.55,0.0
20191212:0406,0.0,0.0,0.0,26.45,0.14,0.0
20191212:0506,0.0,0.0,0.0,26.23,0.0,0.0
20191212:0606,9.1,25.92,3.43,26.13,0.0,0.0
20191212:0706,127.72,179.71,16.94,26.1,0.69,0.0
20191212:0806,295.73,391.25,30.0,27.38,0.9,0.0
20191212:0906,296.62,394.89,42.18,28.27,0.97,0.0
20191212:1006,378.9,505.16,52.57,28.92,1.31,0.0
20191212:1106,585.78,785.7,59.28,28.67,2.14,0.0
20191212:1206,48.22,77.91,59.72,27.93,2.55,0.0
20191212:1306,42.94,71.01,53.67,27.68,1.59,0.0
20191212:1406,45.84,74.95,43.61,28.08,1.38,0.0
20191212:1506,196.82,265.36,31.58,28.22,1.59,0.0
20191212:1606,224.31,305.55,18.61,28.23,1.66,0.0
20191212:1706,14.92,34.1,5.14,28.04,1.72,0.0
20191212:1806,0.0,0.0,0.0,27.52,1.72,0.0
20191212:1906,0.0,0.0,0.0,27.15,1.38,0.0
20191212:2006,0.0,0.0,0.0,26.9,1.79,0.0
20191212:2106,0.0,0.0,0.0,26.76,2.21,0.0
20191212:2206,0.0,0.0,0.0,26.75,2.48,0.0
20191212:2306,0.0,0.0,0.0,26.73,2.76,0.0
20191213:0006,0.0,0.0,0.0,26.73,2.62,0.0
20191213:0106,0.0,0.0,0.0,26.7,2.48,0.0
20191213:0206,0.0,0.0,0.0,26.56,2.21,0.0
20191213:0306,0.0,0.0,0.0,26.28,1.72,0.0
20191213:0406,0.0,0.0,0.0,26.01,0.83,0.0
20191213:0506,0.0,0.0,0.0,26.38,0.48,0.0
20191213:0606,6.8,21.35,3.32,26.01,0.62,0.0
20191213:0706,133.99,187.29,16.82,25.85,1.24,0.0
20191213:0806,288.43,379.69,29.87,26.9,1.31,0.0
20191213:0906,293.72,390.31,42.05,27.72,0.9,0.0
20191213:1006,334.85,446.07,52.45,28.08,0.97,0.0
20191213:1106,406.22,538.53,59.18,28.37,1.86,0.0
20191213:1206,532.67,705.93,59.67,28.96,2.9,0.0
20191213:1306,611.29,806.9,53.68,28.39,3.31,0.0
20191213:1406,435.09,567.73,43.65,28.14,2.97,0.0
20191213:1506,310.07,406.42,31.65,28.18,2.55,0.0
20191213:1606,212.23,287.56,18.69,27.86,2.76,0.0
20191213:1706,24.01,49.75,5.23,27.64,2.55,0.0
20191213:1806,0.0,0.0,0.0,27.23,2.34,0.0
20191213:1906,0.0,0.0,0.0,27.08,2.62,0.0
20191213:2006,0.0,0.0,0.0,26.86,3.03,0.0
20191213:2106,0.0,0.0,0.0,26.75,3.38,0.0
20191213:2206,0.0,0.0,0.0,26.7,3.45,0.0
20191213:2306,0.0,0.0,0.0,26.65,3.17,0.0
20191214:0006,0.0,0.0,0.0,26.65,2.69,0.0
20191214:0106,0.0,0.0,0.0,26.53,2.0,0.0
20191214:0206,0.0,0.0,0.0,25.94,1.17,0.0
20191214:0306,0.0,0.0,0.0,25.53,1.03,0.0
20191214:0406,0.0,0.0,0.0,25.1,1.24,0.0
20191214:0506,0.0,0.0,0.0,24.9,1.17,0.0
20191214:0606,7.5,22.47,3.21,24.67,1.17,0.0
20191214:0706,201.18,276.93,16.71,26.01,0.41,0.0
20191214:0806,84.59,124.27,29.75,26.86,0.48,0.0
20191214:0906,146.01,202.18,41.93,27.74,0.76,0.0
20191214:1006,155.87,215.0,52.33,28.43,1.1,0.0
20191214:1106,239.69,322.4,59.09,29.17,1.59,0.0
20191214:1206,294.26,393.04,59.63,29.61,2.0,0.0
20191214:1306,364.84,484.37,53.69,29.8,2.34,0.0
20191214:1406,443.31,584.44,43.7,29.71,2.69,0.0
20191214:1506,399.41,524.25,31.72,29.6,2.76,0.0
20191214:1606,189.45,259.71,18.77,29.25,2.62,0.0
20191214:1706,23.15,48.63,5.33,28.57,2.41,0.0
20191214:1806,0.0,0.0,0.0,27.9,2.48,0.0
20191214:1906,0.0,0.0,0.0,27.43,1.86,0.0
20191214:2006,0.0,0.0,0.0,27.15,2.0,0.0
20191214:2106,0.0,0.0,0.0,26.94,2.28,0.0
20191214:2206,0.0,0.0,0.0,26.8,2.55,0.0
20191214:2306,0.0,0.0,0.0,26.66,2.76,0.0
20191215:0006,0.0,0.0,0.0,26.59,2.83,0.0
20191215:0106,0.0,0.0,0.0,26.48,2.55,0.0
20191215:0206,0.0,0.0,0.0,26.22,1.66,0.0
20191215:0306,0.0,0.0,0.0,26.24,0.62,0.0
20191215:0406,0.0,0.0,0.0,26.09,0.55,0.0
20191215:0506,0.0,0.0,0.0,25.46,0.83,0.0
20191215:0606,4.65,16.73,3.1,25.04,1.03,0.0
20191215:0706,181.21,250.98,16.59,26.58,0.55,0.0
20191215:0806,381.59,509.06,29.64,27.43,0.21,0.0
20191215:0906,521.97,712.64,41.81,28.49,0.14,0.0
20191215:1006,591.98,812.92,52.22,29.3,0.83,0.0
20191215:1106,682.0,940.16,59.0,29.64,1.59,0.0
20191215:1206,692.89,952.6,59.6,29.78,1.86,0.0
20191215:1306,650.49,880.95,53.71,30.16,2.34,0.0
20191215:1406,561.05,741.9,43.75,29.63,2.9,0.0
20191215:1506,412.87,541.31,31.79,28.95,2.48,0.0
20191215:1606,215.46,292.95,18.85,28.61,2.41,0.0
20191215:1706,23.86,49.49,5.42,28.32,2.34,0.0
20191215:1806,0.0,0.0,0.0,27.75,2.21,0.0
20191215:1906,0.0,0.0,0.0,27.57,1.79,0.0
20191215:2006,0.0,0.0,0.0,27.3,2.07,0.0
20191215:2106,0.0,0.0,0.0,27.1,2.41,0.0
20191215:2206,0.0,0.0,0.0,26.98,2.55,0.0
20191215:2306,0.0,0.0,0.0,26.88,2.55,0.0
20191216:0006,0.0,0.0,0.0,26.84,2.34,0.0
20191216:0106,0.0,0.0,0.0,26.61,1.79,0.0
20191216:0206,0.0,0.0,0.0,26.28,1.72,0.0
20191216:0306,0.0,0.0,0.0,25.91,1.72,0.0
20191216:0406,0.0,0.0,0.0,25.78,1.52,0.0
20191216:0506,0.0,0.0,0.0,25.59,1.31,0.0
20191216:0606,3.58,14.83,2.99,25.53,1.17,0.0
20191216:0706,168.96,233.11,16.48,25.69,1.1,0.0
20191216:0806,380.65,496.98,29.52,26.5,1.66,0.0
20191216:0906,531.29,702.0,41.7,27.88,1.93,0.0
20191216:1006,612.3,821.94,52.12,28.87,2.14,0.0
20191216:1106,693.0,957.44,58.93,29.91,1.66,0.0
20191216:1206,665.43,945.93,59.57,30.69,0.48,0.0
20191216:1306,628.58,880.54,53.73,31.26,0.76,0.0
20191216:1406,545.42,737.49,43.81,31.48,1.79,0.0
20191216:1506,402.79,533.3,31.87,31.23,2.69,0.0
20191216:1606,214.04,292.44,18.94,30.43,3.38,0.0
20191216:1706,24.43,50.35,5.51,29.32,3.24,0.0
20191216:1806,0.0,0.0,0.0,28.36,3.17,0.0
20191216:1906,0.0,0.0,0.0,27.97,3.17,0.0
20191216:2006,0.0,0.0,0.0,27.72,3.45,0.0
20191216:2106,0.0,0.0,0.0,27.54,3.72,0.0
20191216:2206,0.0,0.0,0.0,27.37,3.66,0.0
20191216:2306,0.0,0.0,0.0,27.23,3.52,0.0
20191217:0006,0.0,0.0,0.0,27.14,3.31,0.0
20191217:0106,0.0,0.0,0.0,27.04,2.97,0.0
20191217:0206,0.0,0.0,0.0,26.93,2.76,0.0
20191217:0306,0.0,0.0,0.0,26.76,2.41,0.0
20191217:0406,0.0,0.0,0.0,26.54,2.07,0.0
20191217:0506,0.0,0.0,0.0,26.14,1.66,0.0
20191217:0606,4.67,16.89,2.88,25.78,1.52,0.0
20191217:0706,173.88,240.27,16.36,26.68,1.66,0.0
20191217:0806,390.42,511.19,29.41,28.06,2.28,0.0
20191217:0906,508.04,673.39,41.59,29.09,2.07,0.0
20191217:1006,557.09,753.93,52.02,29.96,1.59,0.0
20191217:1106,641.17,890.95,58.85,30.59,1.17,0.0
20191217:1206,642.66,891.83,59.56,31.27,1.45,0.0
20191217:1306,652.99,900.21,53.76,31.75,1.86,0.0
20191217:1406,564.37,760.08,43.87,31.7,2.34,0.0
20191217:1506,414.21,548.0,31.95,31.45,2.97,0.0
20191217:1606,224.26,305.94,19.03,30.65,3.45,0.0
20191217:1706,24.36,50.22,5.61,29.65,3.31,0.0
20191217:1806,0.0,0.0,0.0,28.69,3.17,0.0
20191217:1906,0.0,0.0,0.0,28.29,3.66,0.0
20191217:2006,0.0,0.0,0.0,28.04,4.14,0.0
20191217:2106,0.0,0.0,0.0,27.88,4.41,0.0
20191217:2206,0.0,0.0,0.0,27.73,4.14,0.0
20191217:2306,0.0,0.0,0.0,27.57,3.86,0.0
20191218:0006,0.0,0.0,0.0,27.4,3.79,0.0
20191218:0106,0.0,0.0,0.0,27.28,3.45,0.0
20191218:0206,0.0,0.0,0.0,27.18,2.83,0.0
20191218:0306,0.0,0.0,0.0,26.98,2.28,0.0
20191218:0406,0.0,0.0,0.0,26.68,2.0,0.0
20191218:0506,0.0,0.0,0.0,26.41,1.79,0.0
20191218:0606,3.61,15.0,2.76,26.38,1.86,0.0
20191218:0706,185.01,254.98,16.25,26.9,2.14,0.0
20191218:0806,390.2,509.41,29.29,28.01,2.62,0.0
20191218:0906,488.95,648.23,41.48,29.08,1.93,0.0
20191218:1006,562.69,764.64,51.92,29.98,1.38,0.0
20191218:1106,598.87,824.32,58.79,30.82,1.38,0.0
20191218:1206,672.13,930.14,59.54,31.6,1.93,0.0
20191218:1306,620.04,843.58,53.8,31.89,2.48,0.0
20191218:1406,562.04,752.3,43.93,31.68,2.83,0.0
20191218:1506,404.65,534.56,32.03,31.26,3.03,0.0
20191218:1606,214.9,293.85,19.13,30.64,3.1,0.0
20191218:1706,31.02,61.35,5.71,29.84,2.83,0.0
20191218:1806,0.0,0.0,0.0,28.89,2.55,0.0
20191218:1906,0.0,0.0,0.0,28.37,2.69,0.0
20191218:2006,0.0,0.0,0.0,28.01,3.24,0.0
20191218:2106,0.0,0.0,0.0,27.83,3.59,0.0
20191218:2206,0.0,0.0,0.0,27.61,3.59,0.0
20191218:2306,0.0,0.0,0.0,27.45,3.45,0.0
20191219:0006,0.0,0.0,0.0,27.33,3.24,0.0
20191219:0106,0.0,0.0,0.0,27.14,2.97,0.0
20191219:0206,0.0,0.0,0.0,26.94,2.62,0.0
20191219:0306,0.0,0.0,0.0,26.83,2.28,0.0
20191219:0406,0.0,0.0,0.0,26.7,2.0,0.0
20191219:0506,0.0,0.0,0.0,26.49,1.93,0.0
20191219:0606,3.11,14.1,2.66,26.37,2.0,0.0
20191219:0706,179.28,247.56,16.14,26.17,1.31,0.0
20191219:0806,296.88,391.6,29.19,27.4,1.31,0.0
20191219:0906,514.73,691.89,41.37,28.49,0.9,0.0
20191219:1006,525.82,720.51,51.83,29.63,0.55,0.0
20191219:1106,621.0,887.14,58.73,30.68,0.0,0.0
20191219:1206,689.63,981.54,59.54,31.57,0.83,0.0
20191219:1306,645.58,893.48,53.84,32.15,1.72,0.0
20191219:1406,570.5,769.81,44.01,32.23,2.48,0.0
20191219:1506,422.63,560.71,32.12,31.97,2.97,0.0
20191219:1606,228.67,311.85,19.22,31.0,3.52,0.0
20191219:1706,31.79,61.76,5.81,29.84,3.45,0.0
20191219:1806,0.0,0.0,0.0,28.93,3.24,0.0
20191219:1906,0.0,0.0,0.0,28.47,3.24,0.0
20191219:2006,0.0,0.0,0.0,28.14,3.52,0.0
20191219:2106,0.0,0.0,0.0,27.89,3.52,0.0
20191219:2206,0.0,0.0,0.0,27.72,3.45,0.0
20191219:2306,0.0,0.0,0.0,27.62,3.1,0.0
20191220:0006,0.0,0.0,0.0,27.5,2.76,0.0
20191220:0106,0.0,0.0,0.0,27.3,2.76,0.0
20191220:0206,0.0,0.0,0.0,27.1,2.62,0.0
20191220:0306,0.0,0.0,0.0,26.9,2.41,0.0
20191220:0406,0.0,0.0,0.0,26.61,2.14,0.0
20191220:0506,0.0,0.0,0.0,26.34,1.79,0.0
20191220:0606,2.64,13.21,2.55,26.12,1.79,0.0
20191220:0706,170.63,236.24,16.03,26.44,1.59,0.0
20191220:0806,358.54,470.91,29.08,27.84,1.79,0.0
20191220:0906,494.38,659.4,41.27,28.97,1.45,0.0
20191220:1006,534.13,728.18,51.75,30.13,1.03,0.0
20191220:1106,631.13,883.22,58.68,31.01,0.9,0.0
20191220:1206,649.04,904.17,59.54,31.96,1.52,0.0
20191220:1306,649.78,890.61,53.89,32.37,2.41,0.0
20191220:1406,566.84,759.28,44.08,32.13,3.03,0.0
20191220:1506,410.38,541.59,32.21,31.79,3.59,0.0
20191220:1606,223.94,304.97,19.32,30.91,3.93,0.0
20191220:1706,32.98,63.75,5.92,29.99,3.93,0.0
20191220:1806,0.0,0.0,0.0,29.07,3.72,0.0
20191220:1906,0.0,0.0,0.0,28.72,3.66,0.0
20191220:2006,0.0,0.0,0.0,28.39,3.72,0.0
20191220:2106,0.0,0.0,0.0,28.12,3.93,0.0
20191220:2206,0.0,0.0,0.0,27.89,4.14,0.0
20191220:2306,0.0,0.0,0.0,27.74,4.34,0.0
20191221:0006,0.0,0.0,0.0,27.6,4.21,0.0
20191221:0106,0.0,0.0,0.0,27.45,3.72,0.0
20191221:0206,0.0,0.0,0.0,27.35,3.03,0.0
20191221:0306,0.0,0.0,0.0,26.55,2.14,0.0
20191221:0406,0.0,0.0,0.0,26.16,1.1,0.0
20191221:0506,0.0,0.0,0.0,25.63,1.45,0.0
20191221:0606,2.68,13.31,2.44,25.44,1.38,0.0
20191221:0706,178.11,246.57,15.93,26.01,1.03,0.0
20191221:0806,378.39,498.6,28.98,26.7,0.9,0.0
20191221:0906,470.27,632.32,41.18,27.23,0.21,0.0
20191221:1006,489.79,659.93,51.67,28.34,0.83,0.0
20191221:1106,677.35,935.47,58.64,28.74,1.24,0.0
20191221:1206,701.68,969.87,59.56,29.14,1.52,0.0
20191221:1306,636.81,866.7,53.95,29.83,1.86,0.0
20191221:1406,430.63,571.07,44.16,30.26,2.34,0.0
20191221:1506,38.04,65.09,32.3,30.04,2.83,0.0
20191221:1606,230.24,312.35,19.42,29.71,2.97,0.0
20191221:1706,27.74,54.45,6.02,28.91,2.76,0.0
20191221:1806,0.0,0.0,0.0,28.13,2.34,0.0
20191221:1906,0.0,0.0,0.0,27.89,1.79,0.0
20191221:2006,0.0,0.0,0.0,27.54,1.79,0.0
20191221:2106,0.0,0.0,0.0,27.25,2.21,0.0
20191221:2206,0.0,0.0,0.0,27.14,2.76,0.0
20191221:2306,0.0,0.0,0.0,27.03,3.1,0.0
20191222:0006,0.0,0.0,0.0,26.97,2.97,0.0
20191222:0106,0.0,0.0,0.0,26.92,2.62,0.0
20191222:0206,0.0,0.0,0.0,26.82,2.0,0.0
20191222:0306,0.0,0.0,0.0,26.29,0.97,0.0
20191222:0406,0.0,0.0,0.0,26.67,0.21,0.0
20191222:0506,0.0,0.0,0.0,26.47,0.34,0.0
20191222:0606,1.16,8.88,2.33,26.42,0.69,0.0
20191222:0706,175.29,243.52,15.82,26.22,0.76,0.0
20191222:0806,364.39,481.6,28.88,27.51,0.97,0.0
20191222:0906,525.77,709.71,41.09,28.61,0.76,0.0
20191222:1006,601.85,834.85,51.6,29.33,0.48,0.0
20191222:1106,672.91,963.01,58.6,30.08,0.21,0.0
20191222:1206,684.14,979.32,59.57,30.33,0.34,0.0
20191222:1306,654.41,915.79,54.01,30.99,0.97,0.0
20191222:1406,562.83,762.9,44.25,31.29,1.72,0.0
20191222:1506,425.35,563.82,32.4,31.05,2.48,0.0
20191222:1606,232.91,316.23,19.52,30.33,3.31,0.0
20191222:1706,36.49,68.57,6.13,29.45,3.31,0.0
20191222:1806,0.0,0.0,0.0,28.6,3.17,0.0
20191222:1906,0.0,0.0,0.0,28.11,3.03,0.0
20191222:2006,0.0,0.0,0.0,27.82,3.03,0.0
20191222:2106,0.0,0.0,0.0,27.56,3.03,0.0
20191222:2206,0.0,0.0,0.0,27.4,2.76,0.0
20191222:2306,0.0,0.0,0.0,27.26,2.21,0.0
20191223:0006,0.0,0.0,0.0,26.49,1.1,0.0
20191223:0106,0.0,0.0,0.0,26.3,0.97,0.0
20191223:0206,0.0,0.0,0.0,25.49,1.45,0.0
20191223:0306,0.0,0.0,0.0,25.69,1.72,0.0
